index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
70,p71,FortiSOAR,Assign Random User to Unassigned Incidents,Auto assigns incidents if their assignments were missing during incident creation.,"['system', 'PostCreate']",4,"['', '', 'cyops_utilities', '']","['Start', 'Configuration', 'Connector', 'API call']","['Start', 'Configuration', 'Get available assignees', 'Assign User']"
71,p72,FortiSOAR,Attachment - Get File Reputation,Retrieves the reputation of a file that is submitted from FortiSOAR to VirusTotal.,['ManualAction'],7,"['', '', '', '', 'virustotal', '', 'virustotal']","['Configuration', 'API call', 'Manual task', 'Manual task', 'Connector', 'Start', 'Connector']","['Configuration', 'Save VirusTotal result', 'Add Notes File Detonation Result', 'Add Notes Detonate File', 'Submit File to Virus Total', 'Start', 'Get File Analysis Details']"
72,p73,FortiSOAR,Cascade Ownership for Newly Linked Records,"Assign war room responders as owners on all newly linked records such as alerts, incident, indicators, e",['system'],6,"['', '', '', '', '', '']","['Configuration', 'Configuration', 'Configuration', 'API call', 'Start', 'Configuration']","['Create Data List', 'Combine Data Set', 'Identify Changed Entities', 'Update Ownership', 'Start', 'Find Related Records']"
73,p74,FortiSOAR,Cisco Threat Grid - File Reputation,Submits a file to Cisco Threat Grid and then retrieves its reputation.,['Subroutine'],8,"['cisco-threatgrid', 'cisco-threatgrid', 'cisco-threatgrid', '', '', 'cyops_utilities', '', 'cisco-threatgrid']","['Connector', 'Connector', 'Connector', 'Configuration', 'Configuration', 'Connector', 'Start', 'Connector']","['Download Report', 'Get Summary of Submitted sample', 'Submit sample to Threat Grid', 'enrichment_summary', 'Configurations', 'Compute Threat Grid Summary', 'Start', 'Get status of submitted sample']"
74,p75,FortiSOAR,Compute Alert Priority Weight (Post Indicator Extraction),"Computes and sets the priority weight for an alert, when the alert is updated. The priority weight is calculated based on indicators related to the alert.",['PostUpdate'],7,"['', '', '', '', '', '', '']","['Start', 'Query/filter task', 'Configuration', 'Configuration', 'API call', 'API call', 'API call']","['Start', 'Get Malicious Indicators', 'Configuration', 'Calculate Priority Weight', 'Update Priority weight', 'Update Severity if Malicious', 'Reset Priority Weight']"
75,p76,FortiSOAR,Compute Alert Priority Weight (Post Update - Indicator Linked),"Computes and sets the priority weight for an alert, when an indicator related to the alert is updated. The priority weight is calculated based on indicators related to the alert.",['PostUpdate'],8,"['', '', '', '', '', '', '', '']","['Start', 'Configuration', 'Configuration', 'Configuration', 'Configuration', 'API call', 'API call', 'API call']","['Start', 'Get Related Records', 'Alert Indicator Data', 'Configuration', 'Calculate Priority Weight', 'Update Priority Weight', 'Update Severity if Malicious', 'Reset Priority Weight']"
76,p77,FortiSOAR,Compute Alert Priority Weight (Post Update - Indicator Reputation Update),"Computes and sets the priority weight for an alert, when the reputation of an indicator is updated. The priority weight is calculated based on indicators related to the alert.",['PostUpdate'],3,"['', '', '']","['Start', 'Query/filter task', 'Playbook execution']","['Start', 'Find Related Alerts', 'Compute Priority Weight']"
77,p78,FortiSOAR,Create and Link Asset,"Creates an asset (if it doesn't exist already), and links it to the specified email, alert, or incident record.","['system', 'Subroutine', 'DeDuplicate', 'Relate']",5,"['', '', '', '', '']","['Condition', 'Query/filter task', 'Start', 'API call', 'Manual task']","['Do Records Exist', 'Retrieve Existing Records', 'Start', 'Link Asset', 'Create New Asset']"
78,p79,FortiSOAR,Create and Link Indicator,"Create an indicator (if it doesn't exist already), and links it to the specified email, alert, or incident record.","['system', 'Subroutine', 'DeDuplicate', 'Relate']",6,"['', '', '', '', '', '']","['Manual task', 'Configuration', 'Playbook execution', 'Start', 'Query/filter task', 'Condition']","['Create New Indicator', 'Configuration', 'Enrich Indicator', 'Start', 'Is Indicator Exist', 'Is indicator Found']"
79,p80,FortiSOAR,Create Communication Record (Email Reply),Creates a record in the communications module based off a reply to a received email.,['ManualTrigger'],6,"['', '', '', '', '', '']","['Start', 'Condition', 'Manual task', 'Manual task', 'Configuration', 'API call']","['Start', 'Include Email Thread', 'Reply With Email Thread', 'Reply Email', 'Get Alert IRI', 'Link Communication to Alert']"
80,p81,FortiSOAR,Create Communication Record,Creates a record in the communications module and links it to an alert based off the information that is entered by the security analyst.,['ManualTrigger'],6,"['', '', '', '', '', '']","['Start', 'Configuration', 'Manual task', 'Query/filter task', 'API call', 'API call']","['Start', 'Configuration', 'Create Communications Record', 'Find Email Thread', 'Add Reference', 'Link Communication to Alert']"
81,p82,FortiSOAR,Create Indicators (Batch),Creates indicator records in bulk.,['Subroutine'],2,"['', '']","['Start', 'Manual task']","['Start', 'Create Indicator']"
82,p83,FortiSOAR,Create IOC Extracted From CSV File,Create IOC extracted from CSV File,['Subroutine'],2,"['', '']","['Start', 'Manual task']","['Start', 'Create Indicator']"
83,p84,FortiSOAR,Download and Create Attachment,Downloads the file from a specified URL and creates an attachment record for the same.,"['system', 'Subroutine', 'Generate - Attachment Records']",4,"['', 'cyops_utilities', 'cyops_utilities', '']","['Start', 'Connector', 'Connector', 'API call']","['Start', 'Create File Attachment in CyOPs', 'File Download', 'Update Attachment Name']"
84,p85,FortiSOAR,Export as CSV,Export all records of the given module with specified filters in the CSV format.,['ManualAction'],8,"['smtp', '', '', '', 'code-snippet', 'cyops_utilities', 'cyops_utilities', '']","['Messaging', 'Start', 'Configuration', 'Configuration', 'Script', 'Connector', 'Connector', 'Playbook execution']","['Send Email', 'Start', 'Set Pages', 'Configuration', 'Write Headers To File', 'Find Records Paginated', 'Compress File', 'Append Paginated Results']"
85,p86,FortiSOAR,Export Selected Records,Exports all selected records to a JSON file and creates an attachment record for the same.,['ManualTrigger'],5,"['cyops_utilities', 'cyops_utilities', 'cyops_utilities', '', '']","['Connector', 'Connector', 'Connector', 'Start', 'Configuration']","['Export selected items', 'Create attachment from file', 'Create file', 'Start', 'Set recordType']"
86,p87,FortiSOAR,Extract Indicators - Manual,Extracts and creates indicators from the specified alert records and then enriches specific fields in alerts with the indicator data.,['ManualTrigger'],2,"['', '']","['Playbook execution', 'Start']","['Refer Extract Indicators', 'Start']"
87,p88,FortiSOAR,Extract Indicators,Extracts and creates indicators from the specified data and then enriches specific fields in alerts with the indicator data.,['PostCreate'],14,"['', '', '', '', '', 'cyops_utilities', '', 'cyops_utilities', '', '', '', '', 'cyops_utilities', 'cyops_utilities']","['Query/filter task', 'Configuration', 'Configuration', 'API call', 'Configuration', 'Connector', 'Start', 'Connector', 'Configuration', 'Manual task', 'Configuration', 'Condition', 'Connector', 'Connector']","['Wait for Enrichment', 'Get Indicators', 'Update Indicator List', 'Update Alert State', 'Unified Email IOCs', 'Extract Indicators from header', 'Start', 'Extract Indicators from body', 'Configuration', 'Create Indicator', 'Removing NULL Indicators', 'Is Dedicated Tenant Record', 'Exit', 'Extract Indicators from description']"
88,p89,FortiSOAR,Fetch SLA Details,"Fetches SLA Details for incidents as per Service, that is, for MSSP or Enterprise.","['system', 'SLA', 'Subroutine']",7,"['', '', 'cyops_utilities', '', '', '', '']","['Condition', 'Query/filter task', 'Connector', 'Start', 'Configuration', 'Condition', 'Query/filter task']","['Select SLA', 'Get SLA Details MSSP', 'Do Nothing', 'Start', 'SLA Time List', 'Is MSSP', 'Get SLA Details Enterprise']"
89,p90,FortiSOAR,Find and Relate Similar Alerts - ML,Finds similar alerts based on the filter criteria you have specified and adds correlations to similar alerts using the recommendation APIs (ML).,['ManualTrigger'],5,"['', '', '', 'cyops_utilities', '']","['Configuration', 'Start', 'Configuration', 'Connector', 'API call']","['Configuration', 'Start', 'Similarity Request Payload', 'Find Similar Alerts', 'Correlate Similar Alerts And Update State']"
90,p91,FortiSOAR,Find and Relate Similar Alerts,Finds similar alerts based on the filter criteria you have specified and adds correlations to similar alerts.,['PostUpdate'],3,"['', '', '']","['API call', 'Start', 'Query/filter task']","['Correlate Similar Alerts And Update State', 'Start', 'Find Similar Alerts']"
91,p92,FortiSOAR,Flag Indicators Linked across multiple alerts,Flags changes made in indicators that are linked to multiple alerts.,['PostUpdate'],9,"['', '', '', '', '', '', 'cyops_utilities', '', '']","['Start', 'Condition', 'Condition', 'Query/filter task', 'Configuration', 'Manual task', 'Connector', 'Condition', 'API call']","['Start', 'Is Indicator Linked to Multiple Alerts', 'Was previously linked to multiple alerts', 'Find Flag Comment', 'Configuration', 'Create a new note', 'No further action required', 'Note found', 'Link to alerts']"
92,p93,FortiSOAR,FortiSOAR Web Filter Lookup - Domain Reputation,Retrieves the reputation of indicators of type 'Domain' using FortiSOAR Web Filter Lookup.,['Subroutine'],5,"['FortiSOAR-web-filter-lookup', '', '', 'cyops_utilities', '']","['Connector', 'Configuration', 'Configuration', 'Connector', 'Start']","['Get Domain Reputation from FortiSOAR Web Filter', 'Configurations', 'enrichment_summary', 'Compute FortiSOAR Web Filter Summary', 'Start']"
93,p94,FortiSOAR,FortiSOAR Web Filter Lookup - URL Reputation,Retrieves the reputation of indicators of type 'URL' using FortiSOAR Web Filter Lookup.,['Subroutine'],5,"['', '', 'cyops_utilities', 'FortiSOAR-web-filter-lookup', '']","['Configuration', 'Start', 'Connector', 'Connector', 'Configuration']","['enrichment_summary', 'Start', 'Compute FortiSOAR Web Filter Summary', 'Get URL Reputation from FortiSOAR Web Filter', 'Configurations']"
94,p95,FortiSOAR,Fotinet Fortisandbox (Get Reputation) - Get Scan Results,Retrieves the job verdict details for submitted samples based on the specified job ID.,['Subroutine'],2,"['FortiSOAR-fortisandbox', '']","['Connector', 'Start']","['Get Details of Submitted File', 'Start']"
95,p96,FortiSOAR,Generate War Room Report,,['system'],4,"['', 'cyops-schedule-report', '', '']","['Start', 'Connector', 'Manual task', 'API call']","['Start', 'Generate Report By Manual Trigger', 'Insert Link for Report', 'Update war room file']"
96,p97,FortiSOAR,Get Paginated Records,Gets paginated records data and appends them in a .CSV file. This playbook is a reference playbook for 'Export as CSV'.,"['Subroutine', 'Export as CSV']",3,"['code-snippet', '', 'cyops_utilities']","['Script', 'Start', 'Connector']","['Append to CSV File', 'Start', 'Run Query']"
97,p98,FortiSOAR,Get Related IOCs For An IP,Retrieves related IOCs for a specified IP address from threat intel sources.,['ManualTrigger'],7,"['', '', '', '', 'cyops_utilities', '', 'virustotal']","['Start', 'Configuration', 'Configuration', 'Condition', 'Connector', 'Manual task', 'Connector']","['Start', 'Additional Info From Relations', 'Configuration', 'If relations exists', 'No Relations Found', 'Note For Additional Info', 'Get Relations']"
98,p99,FortiSOAR,Get Reputation After Specified Time,Re-enriches indicators after a specified time.,['FSRSolutionPack'],3,"['', '', '']","['Await', 'Start', 'Playbook execution']","['Wait for specified duration', 'Start', 'Trigger Enrichment']"
99,p100,FortiSOAR,Hunt Indicators,"Searches for the specified indicators in your environment using EDR tools, and create alerts for ones that are found.","['ManualAction', 'Hunt']",6,"['', 'carbonblack-protect-bit9', 'cyops_utilities', 'elasticsearch', 'phishme-intelligence', '']","['Configuration', 'Connector', 'Connector', 'Connector', 'Connector', 'Start']","['Configuration', 'Hunt Files', 'Extract Indicators from Input', 'Hunt IP address', 'Hunt Domains', 'Start']"
100,p101,FortiSOAR,Import Data,Imports a valid JSON file to a relevant module and creates subsequent records.,['ManualAction'],5,"['cyops_utilities', 'cyops_utilities', '', 'cyops_utilities', '']","['Connector', 'Connector', 'Start', 'Connector', 'Configuration']","['Import relationship fields via Bulk API', 'Download file', 'Start', 'Import primary fields via Bulk API', 'Split by lists']"
101,p102,FortiSOAR,Incident (Post Create) Phase Change,Sets an incident's phase dates upon incident creation.,"['system', 'PostCreate']",2,"['', '']","['Start', 'Playbook execution']","['Start', 'Set Phase Dates']"
102,p103,FortiSOAR,Incident (Post Update) Phase Change,Updates an incident's phase dates when incident phase is changed.,"['system', 'PostUpdate']",2,"['', '']","['Playbook execution', 'Start']","['Set Phase Dates', 'Start']"
103,p104,FortiSOAR,Incident - Get Running Process,Retrieves details for all the running processes on the specified host.,['ManualAction'],3,"['carbonblack-response', '', '']","['Connector', 'Start', 'Manual task']","['Get Running Process', 'Start', 'Create Note for Running Process List']"
