action,artifact
submit,"['file', 'sample ', 'sample', 'URL', 'file', 'file', 'URL', 'file', 'hash', 'domain', 'domain', 'change request', 'ip reputation', 'domain reputation', 'URL reputation', 'URL detonation', 'URL', 'hashes', 'attachment', 'URL', 'IVM', 'file', 'data', 'hash', 'hash', 'stix sighting', 'misp data', 'ioc sighting', 'case information', 'file hash', 'sample ', 'change request', 'ip reputation', 'ip reputation', 'URL', 'IVM', 'data', 'ioc sighting', 'file hash']"
subscribe,"['sns', 'sns', 'sns']"
substitute,"['string', 'string', 'string']"
subtract,"['days', 'hour']"
sum,"['risk score', 'risk score']"
summarize,"['results', 'network list', 'domain url info', 'ip info', 'file hash info', 'email info', 'email info']"
suspend,"['user', 'user', 'account', 'vm', 'vm']"
switch,"['standby', 'standby']"
sync,['AD']
synchronize,['ad user']
tag,"['indicator', 'device', 'blocked domain', 'contained host', 'priority score', 'block indicator', 'safe indicator', 'asset', 'identity', 'indicator', 'priority score', 'country russia', 'country china', 'country north korea', 'keywords', 'keywords', 'keyword', 'breach title', 'indicators', 'CIDR indicators', 'domain', 'domain', 'status', 'indicators', 'indicators', 'submitter profile', 'indicator', 'blocked domain', 'device', 'contained host', 'priority score', 'indicators', 'CIDR indicators', 'status', 'indicators', 'indicators', 'indicators', 'submitter profile']"
take,"['url screenshot', 'url screenshot']"
terminate,"['playbook percentage', 'workflow', 'cisco session', 'ftp session', 'ssh session', 'process', 'process', 'process', 'process', 'playbook percentage', 'workflow', 'workflow', 'cisco session', 'cisco session', 'cisco session', 'cisco session', 'cisco session', 'cisco session', 'ftp session', 'ftp session', 'ftp session', 'ftp session', 'ftp session', 'ftp session', 'workflow', 'workflow', 'ssh session', 'ftp session', 'process', 'process', 'process', 'process', 'process', 'process', 'process']"
test,"['using me', 'fetch incidents', 'data quality', 'markdown', 'XML', 'table', 'hash function', 'date', 'camelize', 'pascal', 'return', 'success', 'status', 'indicators', 'data', 'hello world', 'cve patch', 'asset functionality', 'data', 'cve patch', 'asset functionality']"
throttle,"['event', 'event']"
tokenize,['words']
transform,"['action', 'data', 'good ip', 'good domain', 'arrays', 'results', 'JSON', 'tags', 'columns', 'hostname', 'yara', 'data', 'error', 'results', 'results', 'tags', 'tags', 'columns', 'columns', 'columns', 'yara']"
transition,"['ticket', 'ticket', 'ticket']"
triage,"['question', 'false positives', 'false positives', 'false positives']"
trigger,"['enrichment', 'export', 'status', 'hire information', 'sha256 hash', 'sha256 hash', 'URL scan results', 'URL scan', 'domain', 'malicious', 'attachement', 'complete scan', 'attachement', 'error', 'scan', 'clean status', 'hash', 'hash', 'knowngood results', 'iocs', 'iocs', 'iocs', 'search status', 'successful submission', 'status', 'status', 'counter', 'counter', 'unsuccessful submission', 'counter', 'submission status', 'unsuccessful submission', 'content trigger', 'domain iocs', 'domain iocs', 'domain iocs', 'submit status', 'submit status', 'stories', 'single story', 'file path', 'file path exist', 'inactive accounts', 'pages', 'users', 'user', 'user', 'account creation', 'account use ', 'account use ', 'user', 'user', 'service job status', 'service job status', 'index status', 'login status', 'login status', 'index status', 'isolate response', 'ticket', 'modal response', 'ticket', 'command status', 'incident', 'incidents', 'not found', 'Slack command', 'incident channel', 'archive', 'archive status', 'archive status', 'channel status', 'file status', 'file status', 'resource status', 'name ', 'resource status', 'name ', 'prompt status', 'prompt status', 'level status', 'level status', 'level status', 'sensor', 'nothing', 'hash status', 'field status', 'prompt status', 'response status', 'response status', 'log status', 'log status', 'log status', 'log status', 'risk status', 'risk status', 'risk status', 'Jira', 'running status', 'running status', 'counter status', 'counter status', 'subscription status', 'alert status', 'credential exfiltration', 'bucket policy', 'findings', 'findings', 'user', 'user', 'user', 'Jira issue', 'priority status', 'escalation', 'content', 'hunt', 'Canary token', 'AWS credentials', 'internal zone', 'lateral movement', 'canaryBird', 'DNS', 'hash', 'hash', 'incident number', 'hash', 'ticket', 'malicious hash', 'ticket', 'hash', 'pages', 'threat', 'permissions', 'response', 'user input', 'path status', 'find status', 'link status', 'user', 'user', 'SIRT review', 'files', 'story', 'team', 'team', 'folder', 'folder', 'overwrite status', 'overwrite status', 'pages', 'pages', 'story', 'imports', 'status', 'status', 'error', 'session', 'session', 'command status', 'command status', 'error', 'node status', 'compliance alert', 'iam credential alert', 'versioning status', 'encryption status', 'alert status', 'user console login', 'bucket allowlist', 'remediation status', 'ebs encryption', 'email users', 'credential status', 'alert status', 'login status', 'user events', 'issue status', 'close', 'issue', 'sharepoint user', 'additional storage', 'quota state nearing', 'story id', 'story name', 'export status', 'resources', 'failures', 'credentials', 'results', 'results', 'resources', 'credentials', 'resource', 'results', 'missing', 'missing', 'continue prompt', 'folder', 'path', 'path', 'running status', 'story', 'story', 'events', 'acknowledgement', 'platform globalprotect', 'traps advisory', 'webex email', 'UCS director', 'prompt response', 'behaviors', 'incident status', 'false positives', 'Intezer result', 'IoC', 'EML', 'user account', 'account status', 'group count', 'speedbump', 'speedbump', 'user', 'user', 'suspicious status', 'suspicious status', 'blocklist', 'blocklist', 'bucket ACL', 'compliant SSH', 'resources', 'items', 'items', 'instance', 'EBSS volume', 'instance status', 'volume attachment', 'volume attachment', 'configuration', 'IP private', 'IP public', 'instance status', 'instance status', 'status', 'status', 'PDS incident', 'PDS incident', 'PDS incident', 'network status', 'network status', 'remediation', 'status', 'access status', 'alert', '2FA failure', 'login attempts', 'user', 'user', 'search status', 'search status', 'timeout', 'results', 'results', 'overdue issues', 'platform zero', 'pagination status', 'pagination status', 'unassigned tickets', 'assigned tickets', 'overdue issues', 'user input', 'domain', 'hash', 'ip', 'CIDR range', 'CIDR range', 'IP', 'IP', 'domain', 'domain', 'UO', 'results', 'allow list', 'deny list', 'waiting', 'document status', 'document status', 'document status', 'loop status', 'MNDA status', 'slices', 'treat detection', 'treat detection', 'action', 'JIRA link', 'approval status', 'purge status', 'purge status', 'purge status', 'results', 'project types', 'issue status', 'vulnerability status', 'vulnerability status', 'vulnerability status', 'malicious', 'phishing alert', 'user data', 'alert type', 'alert type', 'alert type', 'threat actor', 'alert type', 'alert type', 'alert type', 'ticket update', 'bots', 'boolean', 'success status', 'failure status', 'boolean', 'email status', 'user input', 'user email domains', 'signature', 'signature', 'valid', 'alert', 'keyword', 'deny rule trigger', 'deny rule trigger', 'alert', 'vulnerabilities', 'asset', 'vulnerability', 'asset', 'data', 'vulnerability exception', 'Slack investigation', 'request', 'request', 'host message status', 'host message status', 'blacklist request', 'blacklist request', 'event', 'message status', 'domain account', 'block request', 'block request', 'block request', 'host status message', 'host trigger', 'Slack', 'block request', 'block sender', 'sender', 'alert', 'agent status', 'IP message', 'IP message', 'address block status', 'block status', 'teams', 'blocks status', 'block status', 'commands', 'RSS feed', 'vulnerabilities', 'UBA alert', 'created incident', 'daily syncs', 'daily timers', 'timer', 'asset deletion', 'delete trigger', 'inactive assets', 'inactive assets', 'timer', 'deployed patch', 'deployed patch', 'user alert', 'Slack message', 'team message', 'team message', 'email', 'CVE ', 'CVE request', 'domain', 'enriched hash', 'lookup status', 'API', 'idr alert', 'enrich-ip', 'enrich-hash', 'enrich-url', 'enrich-urls', 'lookup', 'Slack lookup', 'deleted mail', 'deleted emails', 'deleted mails', 'reset password', 'cve-report', 'Geoips IP', 'IP Stack lookup', 'alert', 'location', 'isolation', 'isolate', 'team list', 'inactive list', 'enrichment workflow', 'lookup-host', 'lookup', 'lookup-vuln', 'lookup-vuln', 'lookup-hosts', 'top-remediations', 'host info', 'lookup vulnerability', 'vulnerability lookup', 'vulnerable hosts', 'vulnerable hosts', 'hash alert', 'weekly timer', 'exception', 'data', 'email', 'vulnerability', 'scan status', 'auto-alert', 'news', 'email', 'email received', 'email', 'deleted email', 'email', 'asset alert', 'process', 'message', 'message', 'quarantine', 'quarantine request', 'quarantine message', 'quarantine message', 'quarantine', 'quarantine', 'password reset', 'session', 'revoke session', 'scan', 'asset scan', 'team message', 'InsightVM', 'spearphishing alert', 'Splunk app', 'InsightIDR alert', 'blacklist sync', 'asset', 'unlocks', 'unshortening URL', 'URL Slack', 'new alert', 'new vulnerability', 'scan status', 'snapshot', 'remediation scripts', 'successful submission', 'status', 'status', 'counter', 'modal response', 'prompt status', 'response status', 'counter', 'counter', 'threat', 'issue', 'results', 'failures', 'login status', 'close', 'subscription status', 'subscription status', 'items', 'items', 'volume attachment', 'volume attachment', 'remediation', 'user', 'user', 'error', 'status', 'status', 'overdue issues', 'pagination status', 'pagination status', 'unassigned tickets', 'assigned tickets', 'domain iocs', 'domain iocs', 'domain iocs', 'hash', 'hash', 'action', 'prompt status', 'action', 'deny rule trigger', 'vulnerability', 'vulnerability', 'vulnerability exception', 'request', 'request', 'request', 'request', 'host message status', 'request', 'request', 'blacklist request', 'blacklist request', 'domain account', 'block request', 'block request', 'block request', 'block request', 'block request', 'block request', 'sender', 'IP message', 'IP message', 'host message status', 'block status', 'teams', 'blocks status', 'block status', 'commands', 'daily syncs', 'daily timers', 'daily timers', 'deployed patch', 'team message', 'email', 'CVE request', 'domain', 'idr alert', 'team message', 'Slack', 'idr alert', 'idr alert', 'idr alert', 'enrich-ip', 'event', 'event', 'enrich-url', 'Slack lookup', 'deleted mail', 'Slack', 'team message', 'reset password', 'inactive list', 'event', 'event', 'enrichment workflow', 'lookup-host', 'lookup', 'lookup-vuln', 'lookup-hosts', 'lookup-host', 'lookup vulnerability', 'lookup-vuln', 'vulnerability lookup', 'vulnerable hosts', 'host message status', 'email', 'email received', 'email received', 'news', 'email', 'email', 'deleted email', 'quarantine request', 'quarantine request', 'quarantine message', 'quarantine', 'quarantine', 'quarantine', 'quarantine', 'quarantine request', 'quarantine', 'quarantine request', 'quarantine message', 'quarantine message', 'Slack', 'asset scan', 'InsightVM', 'InsightVM', 'team message', 'new alert', 'results', 'results', 'results', 'results']"
trim,"['email', 'email']"
truncate,"['title', 'title']"
twitter,"['post', 'post']"
unblacklist,"['hash', 'hash', 'indicator', 'indicator', 'URL', 'hash', 'hash', 'hash', 'hash', 'indicator', 'indicator']"
unblock,"['domain', 'file', 'file MD5', 'host', 'IP address', 'URL', 'conversation', 'source port', 'destination port', 'destination subnet', 'source subnet', 'IP addresses', 'host', 'domain', 'ip', 'domain', 'IP addresses', 'host', 'ip', 'ip', 'ip', 'domain', 'ip', 'ip']"
unblocked,"['ip address', 'ip address', 'ip address']"
uncompress,"['file', 'snort zip', 'file']"
unify,['email IoC']
unisolate,"['machine', 'machine', 'endpoint', 'endpoint', 'machine', 'endpoint']"
unlock,"['status message', 'status message', 'user', 'status message', 'user']"
unpack,['story']
unquarantine,"['endpoint', 'host', 'host', 'asset', 'endpoint', 'endpoint', 'host', 'device', 'host', 'host', 'asset', 'asset', 'endpoint', 'endpoint', 'host', 'device']"
unshorten,"['URL scan', 'URL scan']"
unzip,"['attachment', 'file', 'archive', 'file']"
update,"['record', 'record', 'user status', 'IP list', 'domain list', 'URL list', 'date', 'SLA status', 'SLA status', 'SLA status', 'approval record', 'ownership', 'priority weight', 'severity', 'priority weight', 'attachment name', 'indicator list', 'alert state', 'war room file', 'incident phase', 'assets records', 'indicator', 'enrichment status', 'enrichment status', 'indicator record', 'Email address', 'alert severity status', 'status', 'war room', 'detection', 'ticket description', 'topic', 'topic', 'backup time', 'conversation file id', 'global resource', 'ticket', 'status', 'access authorization ticket', 'ticket', 'story', 'object annotation', 'ticket', 'issue status', 'message status', 'message status', 'blocklist', 'issue', 'annotation', 'user', 'link', 'distribution list', 'page', 'page', 'trail', 'incident', 'incident', 'ticket', 'indicator', 'indicator', 'case', 'count', 'reputation information', 'reputations', 'case', 'case', 'case', 'offense note', 'notables', 'case status', 'protection tools', 'remediation issue', 'remediation ticket', 'remediation ticket', 'asset group', 'software', 'ticket', 'global artifact', 'ticket', 'blacklist', 'blacklist', 'field', 'field', 'field', 'event', 'event', 'head up display', 'software', 'preprocess task', 'investigate task', 'notable risk case', 'workbook task', 'workbook task', 'artifact', 'workbook task', 'workbook task', 'block task', 'protect task', 'workbook task', 'workbook task', 'ticket', 'rsa archer record', 'ratings', 'confidences', 'hash', 'datastore', 'description attribute', 'file', 'indicator tag', 'incident findings', 'user', 'user', 'user', 'incident', 'user', 'user', 'block count', 'block status', 'submitter profile', 'submitter profile', 'submitter profile', 'cve applicable status', 'cve data', 'submitter profile', 'addressed cve', 'test result ticket', 'test result ticket', 'blocked domain digest', 'blocked domain digest', 'blocklist', 'blocked email digest', 'blocklist', 'blocked files digest', 'blocked ip digest', 'case', 'case', 'case', 'business justification', 'business justification', 'database', 'information management database', 'stix entity', 'case first seen', 'incident', 'severity', 'date', 'SLA status', 'SLA status', 'SLA status', 'record', 'record', 'record', 'record', 'record', 'record', 'record', 'enrichment status', 'enrichment status', 'record', 'record', 'enrichment status', 'record', 'enrichment status', 'record', 'record', 'enrichment status', 'record', 'enrichment status', 'record', 'enrichment status', 'record', 'record', 'enrichment status', 'enrichment status', 'enrichment status', 'record', 'indicator', 'enrichment status', 'record', 'Email address', 'ticket', 'access authorization ticket', 'access authorization ticket', 'access authorization ticket', 'ticket', 'ticket', 'ticket', 'ticket', 'ticket', 'detection', 'issue', 'count', 'case', 'case', 'remediation issue', 'remediation ticket', 'global artifact', 'ticket', 'field', 'ticket', 'ticket', 'ticket', 'ticket', 'ticket', 'event', 'event', 'event', 'event', 'ticket', 'ticket', 'ticket', 'ticket', 'ticket', 'head up display', 'artifact', 'workbook task', 'workbook task', 'ticket', 'ticket', 'ticket', 'hash', 'indicator tag', 'user', 'user', 'user', 'user', 'incident', 'user', 'submitter profile', 'blocked domain digest', 'blocked domain digest', 'blocklist', 'blocked email digest', 'blocklist', 'case', 'case', 'case', 'case', 'case', 'business justification', 'case', 'business justification', 'database', 'database', 'information management database', 'database', 'database', 'database', 'database', 'database', 'stix entity', 'case']"
