playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p54;s296;FortiSOAR;Alert - [05] Update Ack and Response Due dates (Post Severity Change);Updates the alert’s acknowledge due date and response due date for change in the severity of alerts;updates Set Ack SLA;API call;Platform updates Set Ack SLA;API;set;Ack SLA;1
p54;s297;FortiSOAR;Alert - [05] Update Ack and Response Due dates (Post Severity Change);Updates the alert’s acknowledge due date and response due date for change in the severity of alerts;updates Set Resp SLA;API call;Platform updates Set Resp SLA;API;set;response SLA;1
p54;s298;FortiSOAR;Alert - [05] Update Ack and Response Due dates (Post Severity Change);Updates the alert’s acknowledge due date and response due date for change in the severity of alerts;updates Reset Resp SLA;API call;Platform updates Reset Resp SLA;API;reset;platform reset resp sla;1
p55;s300;FortiSOAR;AlienValut OTX - File MD5 Reputation;Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.;configurationss;Configuration;Platform configurationss;Platform;configure;workflow;1
p55;s302;FortiSOAR;AlienValut OTX - File MD5 Reputation;Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.;gets Reputation from AlienVault OTX;Connector;alienvault-otx gets Reputation from AlienVault OTX;alienvault-otx;get;reputation;1
p55;s303;FortiSOAR;AlienValut OTX - File MD5 Reputation;Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.;computes AV OTX Summary;Connector;cyops_utilities computes AV OTX Summary;cyops_utilities;compute;AV OTX summary;1
p55;s304;FortiSOAR;AlienValut OTX - File MD5 Reputation;Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.;enrichment_summarys;Configuration;Platform enrichment_summarys;Platform;configure;enrichment summary;1
p59;s322;FortiSOAR;Anomali Threatstream - Domain Reputation;Retrieves the reputation of indicators of type 'Domain' using Anomali Threatstream.;gets URL Reputation from Anomali;Connector;threatstream gets URL Reputation from Anomali;threatstream;get;URL reputation;1
p59;s324;FortiSOAR;Anomali Threatstream - Domain Reputation;Retrieves the reputation of indicators of type 'Domain' using Anomali Threatstream.;computes Anomali Summary;Connector;cyops_utilities computes Anomali Summary;cyops_utilities;compute;anomali summary;1
p60;s328;FortiSOAR;Anomali Threatstream - Email Reputation;Retrieves the reputation of indicators of type 'Email' using Anomali Threatstream.;gets Reputation from Anomali;Connector;threatstream gets Reputation from Anomali;threatstream;get;reputation;1
p61;s331;FortiSOAR;Anomali Threatstream - File MD5 Reputation;Retrieves the reputation of indicators of type 'FileHash-MD5' using Anomali Threatstream.;gets File Reputation from Anomali;Connector;threatstream gets File Reputation from Anomali;threatstream;get;file reputation;1
p64;s347;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;assigneds to User;Condition;Platform assigneds to User;Platform;check;task;1
p64;s348;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;fetchs relations of the record;Script;Platform fetchs relations of the record;Platform;fetch;relation;1
p64;s349;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;sends Email;Messaging;smtp sends Email;smtp;send;email;1
p64;s350;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;sets Recepient;Configuration;Platform sets Recepient;Platform;set;recepient;1
p64;s351;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;gets emails of the team members;Script;Platform gets emails of the team members;Platform;get;team emails;1
p64;s352;FortiSOAR;Approval - On Create;This playbook is triggered whenever an approval is requested from a playbook. This playbook is triggered whenever an approval record is created, and an email is sent out to the intended approver(s).;sets All Receipients;Configuration;Platform sets All Receipients;Platform;set;receipients;1
p65;s353;FortiSOAR;Approval - On Email Receipt (Exchange);This playbook is triggered whenever an email is received via Exchange the playbook  and it checks determines whether the received email is an approval mail, and, if yes, along with checks its approval status.;marks Approval Email as Read;Connector;exchange marks Approval Email as Read;exchange;mark;email;1
p65;s355;FortiSOAR;Approval - On Email Receipt (Exchange);This playbook is triggered whenever an email is received via Exchange the playbook  and it checks determines whether the received email is an approval mail, and, if yes, along with checks its approval status.;gets Unread Emails;Connector;exchange gets Unread Emails;exchange;get;unread emails;1
p65;s356;FortiSOAR;Approval - On Email Receipt (Exchange);This playbook is triggered whenever an email is received via Exchange the playbook  and it checks determines whether the received email is an approval mail, and, if yes, along with checks its approval status.;processs Each Email;Playbook execution;Platform processs Each Email;Platform;process;email;1
p66;s358;FortiSOAR;Approval - On Email Receipt (IMAP);This playbook is triggered whenever an email is received via IMAP and it checks whether the received email is an approval mail along with its approval status.;gets Unread Emails;Connector;imap gets Unread Emails;imap;get;unread emails;1
p67;s360;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;checks if approver team matches;Configuration;Platform checks if approver team matches;Platform;check;approver;1
p67;s362;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;updates Approval Record;Connector;cyops_utilities updates Approval Record;cyops_utilities;update;approval record;1
p67;s363;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;iss Approval;Configuration;Platform iss Approval;Platform;check;approval;1
p67;s364;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;approvers Validated;Condition;Platform approvers Validated;Platform;check;approvers;1
p67;s365;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;checks If Approved;Configuration;Platform checks If Approved;Platform;check;approval;1
p67;s366;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;nos Action Required;Connector;cyops_utilities nos Action Required;cyops_utilities;set;no action;1
p67;s367;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;senders Not Authorized To Approve;Connector;cyops_utilities senders Not Authorized To Approve;cyops_utilities;authorize;senders;1
p67;s368;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;extracts Info From Email;Configuration;Platform extracts Info From Email;Platform;extract;email info;1
p67;s369;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;sets Approval Status;Configuration;Platform sets Approval Status;Platform;set;approval status;1
p67;s370;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;checks if approval email;Condition;Platform checks if approval email;Platform;check;approval email;1
p67;s371;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;checks if approver email id matches;Configuration;Platform checks if approver email id matches;Platform;check;email id;1
p67;s372;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;finds Approval Record;Connector;cyops_utilities finds Approval Record;cyops_utilities;find;approval record;1
p67;s373;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;resumes Playbook;Connector;cyops_utilities resumes Playbook;cyops_utilities;resume;playbook;1
p67;s374;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;wass approval requested from user or team;Condition;Platform wass approval requested from user or team;Platform;check;requested approval;1
p67;s375;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;lookups User By EmailId;Connector;cyops_utilities lookups User By EmailId;cyops_utilities;lookup;user;1
p67;s376;FortiSOAR;Approval - On Email Receipt - Process Email;Checks if the email is an approval email and returns its approval status.;sets Approval;Configuration;Platform sets Approval;Platform;set;approval;1
p68;s377;FortiSOAR;Asset - Deploy Patch;Deploys the specified Patch on the selected asset using 'Microsoft SCCM'.;deploys Patch;Connector;microsoft-sccm deploys Patch;microsoft-sccm;deploy;patch title;1
p68;s379;FortiSOAR;Asset - Deploy Patch;Deploys the specified Patch on the selected asset using 'Microsoft SCCM'.;seeks Admins Permission;Playbook execution;Platform seeks Admins Permission;Platform;seek;admins permission;1
p69;s381;FortiSOAR;Asset - Get Running Process;Retrieves a list of all processes that are running on the specified host.;notes for Running Process List;Manual task;Platform notes for Running Process List;Human;add;running process list note;0
p69;s382;FortiSOAR;Asset - Get Running Process;Retrieves a list of all processes that are running on the specified host.;gets Running Process;Connector;carbonblack-response gets Running Process;carbonblack-response;get;running process;1
p70;s384;FortiSOAR;Assign Random User to Unassigned Alerts;Auto assigns alerts if their assignments were missed during alert creation.;assigns User;API call;Platform assigns User;API;assign;user;1
